"Timestamp","ist Ihnen Umweltschutz wichtig?","wenn Sie diese Möglichkeit gewählt haben:","Haben Sie Ergänzungen oder andere Vorschläge?","wenn Sie diese Möglichkeit gewählt haben:","Haben Sie Ergänzungen oder andere Vorschläge?","wenn Sie diese Möglichkeit gewählt haben:","Spielt das max. Paketgewicht von 2 KG für Sie eine Rolle?","Haben Sie Ergänzungen oder andere Vorschläge?","wenn Sie diese Möglichkeit gewählt haben:","Haben Sie Ergänzungen oder andere Vorschläge?","wenn Sie diese Möglichkeit gewählt haben:","Wenn Sie bereit sind zu warten, wie lange würden Sie warten?","Haben Sie Ergänzungen oder andere Vorschläge?","Bitte ordnen Sie die Optionen entsprechend Ihrer Präferenz. von 1 als erste Wahl und 5 als letzte Wahl. [Der Einsatz nur eines Zustellers ]","Bitte ordnen Sie die Optionen entsprechend Ihrer Präferenz. von 1 als erste Wahl und 5 als letzte Wahl. [Der Einsatz von autonomen (fahrerlosen) Robotern]","Bitte ordnen Sie die Optionen entsprechend Ihrer Präferenz. von 1 als erste Wahl und 5 als letzte Wahl. [Der Einsatz von Drohnen]","Bitte ordnen Sie die Optionen entsprechend Ihrer Präferenz. von 1 als erste Wahl und 5 als letzte Wahl. [Der Einsatz von Packstationen]","Bitte ordnen Sie die Optionen entsprechend Ihrer Präferenz. von 1 als erste Wahl und 5 als letzte Wahl. [Längere Wartezeiten in Kauf nehmen ]","Und warum war es Ihr Favorit?","Was halten Sie von der Möglichkeit, sich anzeigen zu lassen,wieviel CO2 Sie persönlich durch eine Aktion eingespart haben.","Geschlecht","Alter","Berufstätigkeit ","Haushaltsgröße","Wie sind die ersten beiden Ziffern ihrer PLZ:","Wohnsituation","Social Media:                                                                           Ich nutze folgende Dienste:"
"2021/06/04 12:35:21 am EET","nicht immer","1,01 - 1,50 Euro","","","","","","","","","","","","1","1","1","1","1","Der Lieferer liefert einmal am Tag alles aus, so weiß ich wann er kommt und kann meine Pakete annehmen. Da ich meistens arbeite wenn Pakete kommen, wäre das super für mich.","gut","weiblich","26-35","Vollzeit","1-2","45","städtisch","keine Social Media Nutzung"
"2021/06/04 12:51:19 am EET","ja","0,10 - 0,50 Euro","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren","nein, weil meine Pakete nie so viel wiegen","","ja, bei schlechtem Wetter;ja, wenn das Paket zu schwer ist;ja, wenn ich unter Zeitdruck bin","","ich erwarte nichts, ich mache es ausschließlich für die Umwelt","max. einen Tag","","3","2","1","5","4","da es in meinen Augen kein Nachteil mit sich bringt","gut","weiblich","26-35","Teilzeit","1-2","58","ländlich","andere Social Media"
"2021/06/04 12:52:10 am EET","nicht immer","keine weitere Gebühr","","um die Preise für die Paketauslieferung zu senken;um Bildungsangebote für prekär Beschäftigte zu unterstützen","","um die Preise für die Paketauslieferung zu senken;um Bildungsangebote für präker Beschäftigte zu unterstützen","ja, aber diese Zustellungsart steckt noch in den Anfängen","","ja, wenn ich unter Zeitdruck bin","","ich erwarte einen Preisnachlass für die verspäteten Lieferungen","max. einen Tag","","1","5","4","2","3","Vermutlich die schnellste Variante ","ganz nett","männlich","56-65","Vollzeit","1-2","44","städtisch","Facebook;Instagram;andere Social Media"
"2021/06/04 12:55:13 am EET","ja","keine weitere Gebühr","","um die Preise für die Paketauslieferung zu senken;um Umweltprojekte im Inn- und Ausland mitzufinanzieren;um Bildungsangebote für prekär Beschäftigte zu unterstützen","","um die Preise für die Paketauslieferung zu senken","ja, aber diese Zustellungsart steckt noch in den Anfängen","","ja, bei schlechtem Wetter;ja, wenn das Paket zu schwer ist;ja, wenn ich unter Zeitdruck bin","","ich erwarte einen Preisnachlass für die verspäteten Lieferungen","max. einen Tag;bis zu zwei Tagen","","1","2","1","2","1","","gut","weiblich","17-25","Teilzeit","3-4","45","städtisch","Facebook;Instagram"
"2021/06/04 12:56:59 am EET","ja","0,51 - 1,00 Euro","","","","","","","","","","","","1","5","4","2","3","","brauche ich nicht","weiblich","26-35","Vollzeit","3-4","45","städtisch","Facebook;Instagram"
"2021/06/04 12:58:44 am EET","außerordentlich","1,01 - 1,50 Euro","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren","nein, weil meine Pakete nie so viel wiegen","","ja, wenn das Paket zu schwer ist","","ich erwarte nichts, ich mache es ausschließlich für die Umwelt","bis zu zwei Tagen","","1","2","5","4","2","bei aller Liebe, ist immer noch am persönlichsten","brauche ich nicht","männlich","56-65","Vollzeit","1-2","44","städtisch","Instagram"
"2021/06/04 1:02:34 am EET","nicht immer","0,51 - 1,00 Euro","","um die Preise für die Paketauslieferung zu senken;um Umweltprojekte im Inn- und Ausland mitzufinanzieren;um Bildungsangebote für prekär Beschäftigte zu unterstützen","","um die Preise für die Paketauslieferung zu senken;um Umweltprojekte im Inn- und Ausland mitzufinanzieren;um Bildungsangebote für präker Beschäftigte zu unterstützen","ja, deshalb müssen auch schwere Pakete befördert werden können.","","ja, bei schlechtem Wetter;ja, wenn das Paket zu schwer ist;ja, wenn ich unter Zeitdruck bin","","ich erwarte einen Preisnachlass für die verspäteten Lieferungen","max. einen Tag","","4","5","3","1","5","","brauche ich nicht","männlich","26-35","Vollzeit","3-4","44","städtisch","Facebook;Instagram;andere Social Media"
"2021/06/04 1:06:00 am EET","ja","keine weitere Gebühr","","um die Preise für die Paketauslieferung zu senken","","um die Preise für die Paketauslieferung zu senken","ja, deshalb müssen auch schwere Pakete befördert werden können.","","ja, bei schlechtem Wetter;ja, wenn das Paket zu schwer ist;ja, wenn ich unter Zeitdruck bin","Sehe ich nicht als sinnvoll an, in der Stadt mag das noch gehen. Im Umland eher nicht weil zu weit weg","ich erwarte einen Preisnachlass für die verspäteten Lieferungen","max. einen Tag","","2","3","3","5","5","Am sinnvollsten ","brauche ich nicht","weiblich","46-55","Teilzeit","1-2","51","ländlich","Facebook;Instagram"
"2021/06/04 1:37:02 am EET","ja","","","","","","","","","","ich erwarte einen Preisnachlass zu Gunsten von Umweltprojekten","bis zu drei Tagen","","2","4","5","3","1","Bleibende Wettbewerbsfähigkeit. ","außerordentlich gut","weiblich","26-35","Teilzeit","3-4","25","städtisch","keine Social Media Nutzung"
"2021/06/04 5:39:10 am EET","ja","0,51 - 1,00 Euro","","um Bildungsangebote für prekär Beschäftigte zu unterstützen","","um Bildungsangebote für präker Beschäftigte zu unterstützen","ja, aber diese Zustellungsart steckt noch in den Anfängen","","ja, wenn das Paket zu schwer ist","","ich erwarte nichts, ich mache es ausschließlich für die Umwelt","bis zu drei Tagen","","1","5","4","2","3","","ganz nett","männlich","36-45","Vollzeit","4+","27","ländlich","Facebook;andere Social Media"
"2021/06/04 5:56:52 am EET","außerordentlich","0,51 - 1,00 Euro","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren;um Bildungsangebote für prekär Beschäftigte zu unterstützen","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren;um Bildungsangebote für präker Beschäftigte zu unterstützen","ja, deshalb müssen auch schwere Pakete befördert werden können.","","ja, bei schlechtem Wetter","","ich erwarte nichts, ich mache es ausschließlich für die Umwelt;ich erwarte einen Preisnachlass zu Gunsten von Umweltprojekten","bis zu zwei Tagen","","4","3","4","2","4","","außerordentlich gut","weiblich","56-65","Vollzeit","1-2","45","städtisch","Facebook"
"2021/06/04 6:10:49 am EET","ja","0,10 - 0,50 Euro","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren;um Bildungsangebote für prekär Beschäftigte zu unterstützen","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren;um Bildungsangebote für präker Beschäftigte zu unterstützen","ja, deshalb müssen auch schwere Pakete befördert werden können.","","ja, wenn das Paket zu schwer ist","","ich erwarte nichts, ich mache es ausschließlich für die Umwelt","max. einen Tag","","1","2","2","1","3","","gut","männlich","56-65","Vollzeit","3-4","44577","städtisch","Linkedin"
"2021/06/04 6:31:22 am EET","ja","0,10 - 0,50 Euro","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren;um Bildungsangebote für prekär Beschäftigte zu unterstützen","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren;um Bildungsangebote für präker Beschäftigte zu unterstützen","ja, deshalb müssen auch schwere Pakete befördert werden können.","","ja, wenn das Paket zu schwer ist","","ich erwarte nichts, ich mache es ausschließlich für die Umwelt","max. einen Tag","","1","2","2","1","3","","gut","männlich","56-65","Vollzeit","3-4","44577","städtisch","Linkedin"
"2021/06/04 7:09:19 am EET","ja","0,10 - 0,50 Euro","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren","nein, ich berücksichtige das Gewicht bei der Bestellung","","ja, wenn das Paket zu schwer ist;ja, wenn ich unter Zeitdruck bin","","ich erwarte nichts, ich mache es ausschließlich für die Umwelt","bis zu drei Tagen","","","","","","","","","weiblich","36-45","Vollzeit","1-2","46240","städtisch","keine Social Media Nutzung"
"2021/06/04 7:21:06 am EET","außerordentlich","1,51 - 2,00 Euro","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren","ja, deshalb müssen auch schwere Pakete befördert werden können.","","ja, wenn ich unter Zeitdruck bin","","ich erwarte einen Preisnachlass zu Gunsten von Umweltprojekten","bis zu zwei Tagen","","2","1","2","2","3","Damit kann man planen","gut","weiblich","46-55","Vollzeit","3-4","44","städtisch","keine Social Media Nutzung"
"2021/06/04 7:28:45 am EET","ja","0,10 - 0,50 Euro","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren","ja, aber diese Zustellungsart steckt noch in den Anfängen","","nein, ich werde beim Abholen auf den PKW verzichten","","ich erwarte nichts, ich mache es ausschließlich für die Umwelt","bis zu zwei Tagen","","2","5","4","1","3","Am realistischenten","ganz nett","männlich","56-65","","1-2","44","städtisch","keine Social Media Nutzung"
"2021/06/04 7:44:24 am EET","ja","keine weitere Gebühr","","um Bildungsangebote für prekär Beschäftigte zu unterstützen","","um Bildungsangebote für präker Beschäftigte zu unterstützen","ja, aber diese Zustellungsart steckt noch in den Anfängen","","ja, bei schlechtem Wetter;ja, wenn das Paket zu schwer ist;ja, wenn ich unter Zeitdruck bin","","ich erwarte einen Preisnachlass für die verspäteten Lieferungen;ich erwarte einen Preisnachlass zu Gunsten von Umweltprojekten","bis zu zwei Tagen","","2","4","4","3","3","weil es zuverlässiger ist. für ältere mänschen finde ich die packstationen nicht so gut.","ganz nett","weiblich","56-65","Teilzeit","1-2","44","städtisch","Facebook"
"2021/06/04 8:04:43 am EET","ja","keine weitere Gebühr","","um die Preise für die Paketauslieferung zu senken;um Umweltprojekte im Inn- und Ausland mitzufinanzieren;um Bildungsangebote für prekär Beschäftigte zu unterstützen","","um die Preise für die Paketauslieferung zu senken;um Umweltprojekte im Inn- und Ausland mitzufinanzieren;um Bildungsangebote für präker Beschäftigte zu unterstützen","ja, aber diese Zustellungsart steckt noch in den Anfängen;ja, deshalb müssen auch schwere Pakete befördert werden können.","","ja, bei schlechtem Wetter;ja, wenn das Paket zu schwer ist;ja, wenn ich unter Zeitdruck bin","","ich erwarte nichts, ich mache es ausschließlich für die Umwelt","bis zu zwei Tagen","","1","5","2","3","4","Ist am bequemsten ","ganz nett","männlich","46-55","Teilzeit","3-4","44","städtisch","keine Social Media Nutzung"
"2021/06/04 8:14:38 am EET","ja","","","","","","","","ja, wenn das Paket zu schwer ist","","","","","4","5","3","1","2","macht am meisten Sinn für mich, einige der anderen Vorschläge sind m.E. technisch noch nicht ausgereift genug.","ganz nett","weiblich","56-65","Vollzeit","1-2","54","ländlich","Facebook"
"2021/06/04 8:15:39 am EET","außerordentlich","0,10 - 0,50 Euro;0,51 - 1,00 Euro","","um die Preise für die Paketauslieferung zu senken","","um die Preise für die Paketauslieferung zu senken","ja, aber diese Zustellungsart steckt noch in den Anfängen","","ja, wenn ich unter Zeitdruck bin","","ich erwarte nichts, ich mache es ausschließlich für die Umwelt","max. einen Tag","","4","2","5","1","3","Niemand braucht wirklich eine sofortige Zustellung","außerordentlich gut","männlich","46-55","Vollzeit","3-4","45","städtisch","Linkedin"
"2021/06/04 8:19:25 am EET","ja","0,51 - 1,00 Euro","","","","","nein, weil meine Pakete nie so viel wiegen","","ja, bei schlechtem Wetter;ja, wenn das Paket zu schwer ist;ja, wenn ich unter Zeitdruck bin","","ich erwarte nichts, ich mache es ausschließlich für die Umwelt","bis zu zwei Tagen","","1","4","3","2","2","Arbeitsplatz bleibt erhalten","ganz nett","weiblich","56-65","Vollzeit","1-2","45","städtisch","keine Social Media Nutzung"
"2021/06/04 8:40:10 am EET","ja","0,10 - 0,50 Euro;0,51 - 1,00 Euro;1,01 - 1,50 Euro","","","","","ja, aber diese Zustellungsart steckt noch in den Anfängen","","","","ich erwarte nichts, ich mache es ausschließlich für die Umwelt","bis zu drei Tagen","","1","3","3","1","1","Ich möchte nicht das Arbeitsplätze in Gefahr kommen.","außerordentlich gut","weiblich","36-45","Teilzeit","3-4","63808","städtisch","Facebook"
"2021/06/04 8:49:43 am EET","ja","","","","","","","","","","ich erwarte nichts, ich mache es ausschließlich für die Umwelt","bis zu einer Woche","","3","4","4","4","1","Ist aus meiner Sicht die sinnvollste und einfachste Lösung","gut","männlich","36-45","Vollzeit","1-2","45","städtisch","Linkedin"
"2021/06/04 8:53:10 am EET","ja","0,10 - 0,50 Euro","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren","ja, aber diese Zustellungsart steckt noch in den Anfängen","","ja, bei schlechtem Wetter;ja, wenn das Paket zu schwer ist","","ich erwarte nichts, ich mache es ausschließlich für die Umwelt","max. einen Tag","","2","4","4","2","3","","ganz nett","männlich","56-65","Vollzeit","1-2","46","städtisch","keine Social Media Nutzung"
"2021/06/04 8:57:46 am EET","ja","1,51 - 2,00 Euro","","","","","","","","","","","","1","3","2","2","2","Die Tatsache, nur zu einer bestimmten Zeit Zuhause sein zu müssen, um die Pakete auf einmal anzunehmen.","ganz nett","weiblich","46-55","Vollzeit","3-4","45","städtisch","keine Social Media Nutzung"
"2021/06/04 8:59:38 am EET","ja","1,01 - 1,50 Euro","","","","","","","","","","","","1","2","3","5","4","Gut, wenn man nicht mehrere Unternehmen hat auf die man warten muss. Es weren noch Jobs erhalten","außerordentlich gut","weiblich","26-35","Teilzeit","1-2","47","ländlich","Facebook;Twitter;Instagram"
"2021/06/04 9:08:52 am EET","nicht immer","keine weitere Gebühr","nein","um Umweltprojekte im Inn- und Ausland mitzufinanzieren","nein","um Umweltprojekte im Inn- und Ausland mitzufinanzieren","ja, aber diese Zustellungsart steckt noch in den Anfängen","nein","ja, wenn das Paket zu schwer ist","nein","ich erwarte einen Preisnachlass für die verspäteten Lieferungen","bis zu zwei Tagen","nein","2","2","2","3","3","Ein Zusteller, weil der mich kennt.","ganz nett","männlich","66+","","1-2","45","städtisch","Instagram"
"2021/06/04 9:12:27 am EET","ja","","","","","","","","","","ich erwarte einen Preisnachlass zu Gunsten von Umweltprojekten","länger als eine Woche","","2","4","5","3","1","Die wenigsten Nachteile zulasten der Umwelt ","gut","weiblich","17-25","Vollzeit","1-2","45","städtisch","Facebook;Instagram;andere Social Media"
"2021/06/04 9:26:41 am EET","ja","0,51 - 1,00 Euro","","","","","","","","","","","","1","4","5","2","3","","außerordentlich gut","männlich","26-35","Vollzeit","1-2","44","städtisch","Facebook;Twitter;Instagram"
"2021/06/04 9:39:14 am EET","außerordentlich","","","","","","","","","","ich erwarte einen Preisnachlass zu Gunsten von Umweltprojekten","bis zu einer Woche","","2","5","4","3","1","Ein bisschen Geduld kann sich jeder antrainieren, sehr einfach um der Umwelt  was zurückzugeben. Packstation sind auch eine im Grunde gute Idee, jedoch versaut DHL dieses Prinzip, mehrfach schon sind meine Sendungen in den Stationen verschwunden oder ich habe umgekehrt falsche Sendungen erhalten. ","gut","männlich","26-35","Vollzeit","1-2","40","städtisch","andere Social Media"
"2021/06/04 9:40:17 am EET","außerordentlich","mehr als 2,00 Euro","","um die Preise für die Paketauslieferung zu senken","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren","ja, aber diese Zustellungsart steckt noch in den Anfängen","","nein, ich werde beim Abholen auf den PKW verzichten","","ich erwarte nichts, ich mache es ausschließlich für die Umwelt","max. einen Tag","","2","5","5","1","3","","gut","männlich","46-55","Vollzeit","3-4","44","städtisch","Facebook"
"2021/06/04 9:44:14 am EET","ja","0,51 - 1,00 Euro","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren","ja, aber diese Zustellungsart steckt noch in den Anfängen","","ja, wenn das Paket zu schwer ist","müssen dann auch gut und kurz zu erreichen sein ","ich erwarte nichts, ich mache es ausschließlich für die Umwelt","bis zu drei Tagen","","1","4","5","3","2","ist zur Zeit am schnellsten zu realisieren ","gut","männlich","56-65","","1-2","45","städtisch","Facebook;Twitter"
"2021/06/04 9:45:23 am EET","ja","0,51 - 1,00 Euro","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren","ja, aber diese Zustellungsart steckt noch in den Anfängen;ja, deshalb müssen auch schwere Pakete befördert werden können.","","ja, bei schlechtem Wetter;ja, wenn das Paket zu schwer ist;ja, wenn ich unter Zeitdruck bin","","ich erwarte nichts, ich mache es ausschließlich für die Umwelt","bis zu zwei Tagen","","2","4","3","1","5","Völlige Flexibilität ","gut","männlich","36-45","Vollzeit","3-4","46","städtisch","keine Social Media Nutzung"
"2021/06/04 9:48:14 am EET","ja","0,51 - 1,00 Euro","","um Bildungsangebote für prekär Beschäftigte zu unterstützen","","um Bildungsangebote für präker Beschäftigte zu unterstützen","nein, weil meine Pakete nie so viel wiegen","","nein, ich werde beim Abholen auf den PKW verzichten","","ich erwarte nichts, ich mache es ausschließlich für die Umwelt","bis zu drei Tagen","","2","5","4","1","3","ich nutze bereits fast ausschließlich Paketstationen, da mein Paket dort immer ankommt und ich auch problemlos Retouren verschicken kann.","außerordentlich gut","weiblich","26-35","Teilzeit","3-4","44","städtisch","Instagram"
"2021/06/04 9:52:19 am EET","ja","1,51 - 2,00 Euro","","","","","","","","","","","","1","4","5","3","2","schont m.E. am meisten die Umwelt und den Verkehr","ganz nett","männlich","66+","","1-2","45","städtisch","keine Social Media Nutzung"
"2021/06/04 10:14:08 am EET","ja","keine weitere Gebühr","Den Einkauf vor Ort attraktiver machen ","um Umweltprojekte im Inn- und Ausland mitzufinanzieren","","um Umweltprojekte im Inn- und Ausland mitzufinanzieren","ja, aber diese Zustellungsart steckt noch in den Anfängen","","ja, wenn das Paket zu schwer ist","","ich erwarte nichts, ich mache es ausschließlich für die Umwelt","bis zu drei Tagen","","1","","","1","2","","brauche ich nicht","weiblich","56-65","Teilzeit","1-2","44","städtisch","Facebook;Instagram"
